Date,RL
2023-02-08,117.32537514822825
2023-02-09,116.80189187186105
2023-02-10,117.1712461199079
2023-02-13,117.25872366768974
2023-02-14,118.0488063267299
2023-02-15,118.1834956577846
2023-02-16,118.30429949079237
2023-02-17,117.71277945382252
2023-02-21,117.2726080758231
2023-02-22,116.64359610421316
2023-02-23,115.9854245867048
2023-02-24,115.16756984165737
2023-02-27,115.13979993547713
2023-02-28,115.11341748918807
2023-03-01,114.89402444022043
2023-03-02,114.5302265712193
2023-03-03,114.13310132707868
2023-03-06,113.64849744524275
2023-03-07,113.15556444440568
2023-03-08,112.09054674421037
2023-03-09,111.1088431222098
2023-03-10,110.35902840750558
2023-03-13,109.78277914864675
2023-03-14,109.04407174246651
2023-03-15,108.67749459402901
2023-03-16,108.8441183907645
2023-03-17,109.00657980782644
2023-03-20,108.95381491524832
2023-03-21,108.8774446759905
2023-03-22,108.96075875418526
2023-03-23,109.61060006277901
2023-03-24,110.24377986363002
2023-03-27,110.31177956717355
2023-03-28,111.08036586216518
2023-03-29,112.0302254813058
2023-03-30,112.75197492327008
2023-03-31,113.00147574288505
2023-04-03,112.61064583914622
2023-04-04,112.75598907470703
2023-04-05,113.61407688685827
2023-04-06,113.8348868233817
2023-04-10,114.17868368966239
2023-04-11,114.811767578125
2023-04-12,115.39873395647321
2023-04-13,116.1394282749721
2023-04-14,116.14082445417131
2023-04-17,115.490968976702
2023-04-18,115.05214364188058
2023-04-19,114.51409149169922
2023-04-20,113.44637298583983
2023-04-21,112.60086277553012
2023-04-24,112.23470851353235
2023-04-25,111.9370335170201
2023-04-26,111.64774322509764
2023-04-27,111.2829862322126
2023-04-28,110.7547171456473
2023-05-01,110.3927536010742
2023-05-02,110.65129743303572
2023-05-03,110.23203604561942
2023-05-04,109.66323961530412
2023-05-05,109.11261204310824
2023-05-08,108.89878954206193
2023-05-09,108.90018790108817
2023-05-10,109.37675040108817
2023-05-11,108.76742662702287
2023-05-12,108.80376216343468
2023-05-15,109.0916551862444
2023-05-16,109.00221252441406
2023-05-17,108.70174080984933
2023-05-18,108.08682359967911
2023-05-19,107.38386208670481
2023-05-22,108.01554870605469
2023-05-23,108.12176295689174
2023-05-24,107.63821520124162
2023-05-25,107.24550737653459
2023-05-26,106.86397988455636
2023-05-30,107.509642464774
2023-05-31,108.20282091413226
2023-06-01,108.41105324881418
2023-06-02,109.2873066493443
2023-06-05,110.46263449532644
2023-06-06,112.00271933419364
2023-06-07,113.71050916399274
2023-06-08,114.8341293334961
2023-06-09,116.03041948590959
2023-06-12,116.86614663260323
2023-06-13,117.44612557547433
2023-06-14,118.23573412214007
2023-06-15,119.11897604806083
2023-06-16,119.74367523193361
2023-06-20,119.60391998291016
2023-06-21,119.18046678815571
2023-06-22,119.18465859549386
2023-06-23,119.02813393729073
2023-06-26,119.09677015032085
2023-06-27,119.15439278738839
2023-06-28,119.38843972342355
2023-06-29,120.18504006522042
2023-06-30,120.98788452148436
2023-07-03,121.24051339285712
2023-07-05,122.28670719691684
2023-07-06,123.37508937290735
2023-07-07,124.23285566057476
2023-07-10,124.65330178397039
2023-07-11,124.77001408168245
2023-07-12,125.09343392508367
2023-07-13,125.90760803222653
2023-07-14,125.88651711600166
2023-07-17,125.37466648646762
2023-07-18,124.91906520298548
2023-07-19,125.17780194963726
2023-07-20,125.5673119681222
2023-07-21,125.8879209245954
2023-07-24,125.62496621268134
2023-07-25,125.49559674944194
2023-07-26,126.07494354248045
2023-07-27,126.86802673339842
2023-07-28,127.2842538016183
2023-07-31,127.85516466413225
2023-08-01,128.34310804094588
2023-08-02,129.0672879900251
2023-08-03,129.41461181640625
2023-08-04,129.01525660923548
2023-08-07,127.67938995361327
2023-08-08,126.27040209089006
2023-08-09,124.70391954694475
2023-08-10,123.00103868756973
2023-08-11,121.05067334856305
2023-08-14,119.16218021937779
2023-08-15,117.32571302141461
2023-08-16,116.30623626708984
2023-08-17,115.13067299979075
2023-08-18,114.09432002476284
2023-08-21,113.09031132289341
2023-08-22,112.2606680733817
2023-08-23,111.84865897042411
2023-08-24,111.91053227015905
2023-08-25,112.07083565848214
2023-08-28,112.56721496582031
2023-08-29,113.21827479771204
2023-08-30,113.90027073451452
2023-08-31,114.71866498674666
2023-09-01,115.07021004813056
2023-09-05,115.2220753261021
2023-09-06,115.2642604282924
2023-09-07,115.37394278390067
2023-09-08,114.79459817068918
2023-09-11,114.47117614746094
2023-09-12,113.9354226248605
2023-09-13,113.7146519252232
2023-09-14,113.33217402866907
2023-09-15,113.13249642508369
2023-09-18,112.40550340924943
2023-09-19,112.11442565917967
2023-09-20,111.85287802559988
2023-09-21,111.79241289411272
2023-09-22,111.86834716796874
2023-09-25,112.13773563929966
2023-09-26,112.38808441162108
2023-09-27,113.01515088762554
2023-09-28,113.14532470703122
2023-09-29,113.32316262381416
2023-10-02,113.25212315150668
2023-10-03,113.13181522914338
2023-10-04,112.9662159511021
2023-10-05,112.4198771885463
2023-10-06,111.83673749651226
2023-10-09,111.48005894252229
2023-10-10,110.89550454275945
2023-10-11,110.84455108642577
2023-10-12,111.18565913609096
2023-10-13,111.4814736502511
2023-10-16,112.16369083949498
2023-10-17,112.72559901646206
2023-10-18,113.61021532331193
2023-10-19,114.6165542602539
2023-10-20,114.9449234008789
2023-10-23,114.54861450195312
2023-10-24,113.63002995082311
2023-10-25,112.92375074114119
2023-10-26,112.46233585902624
2023-10-27,111.80984279087613
2023-10-30,111.22104208809989
2023-10-31,111.36541203090123
2023-11-01,111.35833631243023
2023-11-02,111.78861345563615
2023-11-03,112.41279929024832
2023-11-06,112.98744528634208
2023-11-07,113.5776617867606
2023-11-08,113.97963169642857
2023-11-09,114.72554016113281
2023-11-10,116.24000222342355
2023-11-13,117.34966496058874
2023-11-14,118.09698813302177
2023-11-15,118.94338880266463
2023-11-16,119.81809779575893
2023-11-17,120.85274505615236
2023-11-20,121.43305315290178
2023-11-21,121.6920689174107
2023-11-22,122.53139277866907
2023-11-24,123.62123870849608
2023-11-27,124.58511788504465
2023-11-28,126.25951930454798
2023-11-29,127.17952183314732
2023-11-30,127.82493809291293
2023-12-01,128.35287584577287
2023-12-04,128.9954626900809
2023-12-05,129.32241712297713
2023-12-06,130.01170894077845
2023-12-07,130.2537394932338
2023-12-08,131.55872453962053
2023-12-11,133.36334228515625
2023-12-12,135.00094604492188
2023-12-13,136.75885445731026
2023-12-14,138.8323974609375
2023-12-15,140.4317844935826
2023-12-18,142.21233912876673
2023-12-19,143.2144317626953
2023-12-20,143.79473876953125
2023-12-21,144.44298444475444
2023-12-22,144.84838431222096
2023-12-26,144.64123753138952
2023-12-27,144.81617082868303
2023-12-28,144.16624668666293
2023-12-29,143.87020656040735
2024-01-02,143.54606192452567
2024-01-03,143.60581752232142
2024-01-04,143.23733520507812
2024-01-05,143.17473711286272
2024-01-08,142.67678833007812
2024-01-09,142.02660914829798
2024-01-10,141.31240626743863
2024-01-11,140.44739641462053
2024-01-12,139.4088134765625
2024-01-16,138.69461059570312
2024-01-17,138.17247445242742
2024-01-18,137.74708339146204
2024-01-19,137.8907775878906
2024-01-22,138.49258640834262
2024-01-23,139.52547781808033
2024-01-24,140.58539908272877
2024-01-25,141.77621241978235
2024-01-26,142.28554425920757
2024-01-29,143.2558353969029
2024-01-30,144.49928719656808
2024-01-31,145.29315839494978
2024-02-01,145.75411551339286
2024-02-02,145.99455479213168
2024-02-05,149.60682242257255
2024-02-06,154.06560407366072
2024-02-07,158.53861345563615
2024-02-08,162.46245683942522
2024-02-09,166.76901027134485
2024-02-12,171.58062744140625
2024-02-13,176.37659563337053
2024-02-14,178.01271711077007
2024-02-15,179.30311802455356
2024-02-16,180.63051060267856
2024-02-20,182.49284144810264
2024-02-21,183.81454249790735
2024-02-22,184.01941353934149
2024-02-23,184.4248853410993
2024-02-26,184.79052080426897
2024-02-27,184.91998944963728
2024-02-28,183.64665876116072
2024-02-29,182.49141584123885
2024-03-01,181.3859688895089
2024-03-04,180.9748055594308
2024-03-05,179.88358415876112
2024-03-06,178.81228201729908
2024-03-07,178.16636875697546
2024-03-08,178.82508632114954
2024-03-11,179.10109165736606
2024-03-12,179.439697265625
2024-03-13,179.90634591238836
2024-03-14,181.0843527657645
2024-03-15,182.78164890834262
2024-03-18,184.20009504045757
2024-03-19,184.8815743582589
2024-03-20,184.9697832380022
2024-03-21,185.15331159319194
2024-03-22,185.76194109235487
2024-03-25,186.3627711704799
2024-03-26,
2024-03-27,
2024-03-28,
